post_id,username,platform,post_type,post_date,likes,comments,shares,engagement_rate,sponsorship,brand_name,revenue_generated,ad_spent,category,region,follower_count,campaign_duration_days
P3248,@johndoe,LinkedIn,image,27-Dec-22,1143445,,57,14.63,No,Samsung,"₹1,029",₹524,travel,India,4169462,22
P7131,@travelwithsam,Twitter,video,24/01/2023,498465,2774,,,No,Apple,"USD 2,308.21",1321.81743,finance,U.S.,,
P2062,@sarah123,TikTok,reel,3/5/2023,1654205,,1287,N/A,,Adiddas,2957.263068,₹297,tech,United States,500,9999
P4840,@the_real_amy,TikTok,image,1/3/2023,554179,,,,,,USD 936.04,966.59 INR,food,Canada,10k,
P8660,@travelwithsam,Twitter,image,10-Aug-24,25592,,,N/A,No,Pepsi,USD 828.19,$169.52 ,travel,Germany,500,
P2168,@travelwithsam,TikTok,image,21/07/2023,,,,,,Netflix,172.36 INR,"USD 1,290.71",tech,Germany,309123,12
P1194,@sarah123,YouTube,text,1-Aug-23,20103,2562,,,Yes,CocaCola,"USD 1,287.62",,finance,Germany,500,
P8187,@finance_guru,Twitter,text,1/20/2023,286994,4725,,N/A,Yes,Gogle,"3,758.23 INR",1174.007278,food,U.K.,500,40
P3279,@finance_guru,YouTube,text,10/30/2023,118752,285,,2.17,no,Adidas,"$1,562.58 ","USD 1,317.70",travel,Canada,,6
P1525,@the_real_amy,TikTok,image,12/18/2022,,,,,yes,,365.36 INR,,tech,Australia,,38
P3115,@lifestylelina,TikTok,text,4/21/2024,,2556,1677,,No,Nike,"₹1,455","1,048.79 INR",tech,Germany,10k,33
P8302,@techietom,LinkedIn,reel,19/07/2023,,,360,5.9,No,TATA,₹693,"1,635.79 INR",fashion,UK,2657525,27
P3942,@alex_99,TikTok,reel,9/6/2025,,2496,,,yes,Pepsi,2328.012572,,tech,Australia,500,52
P4559,@lifestylelina,Instagram,text,10-Jul-25,1926198,,,N/A,No,Adiddas,958.0493786,,fitness,India,1245125,9999
P7499,@finance_guru,Instagram,reel,20-Feb-24,,2190,,1.24,Yes,Nike,"USD 2,546.75",₹330,finance,Australia,500,37
P2646,@alex,YouTube,text,27/11/2022,24819,,1262,10.67,no,Samsung,"1,669.20 INR",136.4743424,fitness,Australia,2982948,9999
P2684,@the_real_amy,YouTube,video,6/24/2024,,1826,,N/A,Yes,Nkie,"USD 3,829.77",,travel,India,,9999
P2035,@travelwithsam,YouTube,image,30-Jan-22,1222437,,,0.88,no,Nike,290.89 INR,"USD 1,857.64",fashion,U.S.,10k,9999
P3844,@johndoe,LinkedIn,video,3/14/2023,40461,4494,1428,N/A,Yes,Adidas,USD 583.03,1253.572869,fashion,Canada,1.2M,
P6314,@alex,Twitter,reel,28/07/2022,,,1560,,,Gogle,"USD 1,139.48",$737.96 ,fashion,UK,1.2M,25
P3032,@travelwithsam,LinkedIn,video,10/28/2024,1791811,94,,N/A,,Adidas,"1,623.94 INR",,tech,Australia,10k,46
P1648,@jdoe,Instagram,reel,5/11/2023,31055,,380,9.33,,Nkie,730.90 INR,₹303,fitness,India,1.2M,
P2146,@techietom,YouTube,video,6/24/2024,,,1676,N/A,yes,Netflix,"₹1,690",₹108,fitness,Canada,1490536,
P8344,@johndoe,YouTube,video,25/05/2025,48519,963,536,1.97,no,Google,"₹2,984",156.33 INR,travel,India,1.2M,
P9801,@johndoe,Twitter,image,2/21/2024,,,1631,,no,Adiddas,"₹2,021",845.3945146,fitness,United States,2323023,
P7812,@the_real_amy,Twitter,image,27-Jan-22,1313261,3603,,,No,Samsung,"2,295.34 INR",USD 961.69,fashion,India,500,
P1945,@travelwithsam,LinkedIn,text,12/15/2023,571082,,,N/A,no,Google,"$4,938.23 ",$77.65 ,food,United States,1.2M,9999
P7297,@travelwithsam,Twitter,video,1/26/2022,,4737,381,,No,CocaCola,"$3,173.22 ","USD 1,290.67",finance,United States,3117310,9999
P4432,@travelwithsam,Twitter,image,12-Aug-22,1633854,456,982,13.15,no,Nkie,"USD 4,157.26",1001.293644,fitness,UK,10k,
P3981,@travelwithsam,TikTok,text,17/01/2023,1865524,,189,,No,Samsung,$57.81 ,835.68 INR,fitness,Canada,10k,
P5534,@techietom,LinkedIn,image,8/24/2023,23291,,1575,2.87,No,Adiddas,"₹3,762","1,804.55 INR",food,U.S.,500,39
P6521,@alex_99,LinkedIn,image,9-Feb-24,,3292,819,N/A,No,Apple,"$3,814.64 ",,tech,USA,500,
P3275,@lifestylelina,Instagram,image,1/7/2022,,,,,yes,Adiddas,"₹4,997","1,330.16 INR",finance,U.K.,500,9999
P6333,@alex,YouTube,image,21-Jul-25,914037,1549,,14.27,yes,,1873.727981,1739.706136,food,USA,1546736,9999
P2426,@finance_guru,Twitter,video,12/1/2024,3716,,,11.11,No,TATA,"1,774.25 INR","$1,714.20 ",fitness,UK,10k,
P8803,@jdoe,Twitter,reel,29/07/2023,304366,,649,13.46,yes,Samsung,2436.734299,$423.28 ,tech,USA,1.2M,9999
P5767,@alex_99,TikTok,reel,23/04/2023,1370660,3084,,N/A,no,Nkie,"₹1,697",1532.674773,tech,Canada,1.2M,50
P3069,@alex_99,LinkedIn,video,3/5/2024,47596,2385,,11.13,Yes,CocaCola,"$3,735.86 ",USD 254.83,food,USA,1.2M,
P1562,@techietom,YouTube,video,16-May-25,503850,4798,1940,N/A,no,,"USD 4,269.19",,travel,Australia,10k,9999
P7419,@lifestylelina,TikTok,video,18/04/2022,,,1587,N/A,No,Adiddas,"₹2,891","1,408.28 INR",tech,United States,500,9999
P1886,@jdoe,LinkedIn,reel,19/07/2022,697218,3804,1459,,No,CocaCola,"2,141.07 INR","1,515.43 INR",tech,UK,1.2M,9999
P3756,@jdoe,Instagram,image,10/30/2022,,4200,191,,,Nkie,"₹1,491","₹1,609",fitness,U.K.,500,9999
P3826,@alex,Twitter,video,3/23/2024,25000,,,2.78,Yes,Nike,630.8668848,"₹1,187",fitness,India,1.2M,9999
P7290,@travelwithsam,Twitter,reel,7/15/2023,714641,3897,,N/A,Yes,Google,"1,941.40 INR",$240.00 ,tech,Germany,,28
P2922,@finance_guru,Instagram,reel,5/11/2022,1538454,,,8.61,,Netflix,1659.883425,,fitness,Canada,10k,9999
P1001,@the_real_amy,TikTok,text,15/01/2024,804590,3926,855,,Yes,Apple,₹659,"$1,305.28 ",finance,USA,500,9999
P5910,@johndoe,LinkedIn,image,5/1/2023,,2148,,,Yes,Google,742.28 INR,"USD 1,045.33",finance,Germany,10k,8
P5413,@johndoe,Twitter,video,2/1/2025,28758,3456,,N/A,no,CocaCola,"$3,130.45 ",₹521,food,U.S.,4055947,9999
P6464,@johndoe,TikTok,reel,16-May-22,1880752,,147,6.35,Yes,Netflix,"1,615.98 INR","₹1,928",tech,U.S.,3764955,
P5440,@jdoe,LinkedIn,image,19-Dec-24,10142,1674,,,no,TATA,"₹4,898",$210.01 ,fashion,UK,,
P5380,@lifestylelina,LinkedIn,video,8/9/2025,28138,772,349,,Yes,CocaCola,944.3287969,"1,764.04 INR",food,United States,10k,
P6123,@alex,TikTok,video,9/18/2023,1809375,,1646,,,Adidas,"₹3,549",708.00 INR,finance,UK,1.2M,
P9437,@alex_99,LinkedIn,reel,7/11/2024,248702,3719,1791,10.98,Yes,Gogle,$867.31 ,,travel,Australia,500,
P7013,@techietom,LinkedIn,video,8/12/2024,1357008,1827,,0.31,no,TATA,"$4,558.89 ","USD 1,405.18",fashion,USA,10k,14
P4562,@the_real_amy,TikTok,text,3/13/2023,1601352,,377,,yes,Sony,$893.90 ,1358.126346,tech,UK,,
P9061,@jdoe,Instagram,reel,12/28/2023,1707828,3747,,,No,Nkie,$334.61 ,USD 657.10,tech,U.K.,2901237,
P6795,@johndoe,Twitter,image,6/17/2024,33548,3983,,,yes,Netflix,USD 84.21,USD 790.72,travel,United States,10k,34
P3087,@travelwithsam,YouTube,image,5/12/2024,16905,,935,,yes,,249.27 INR,$662.43 ,fashion,Australia,,
P5742,@sarah123,Instagram,reel,5/7/2025,,,1850,1.74,yes,Nike,"₹3,974",,finance,India,500,
P3436,@jdoe,YouTube,image,25/10/2024,,3243,,3.79,no,Google,"₹3,660","USD 1,533.46",fitness,Canada,10k,9999
P7980,@johndoe,Instagram,text,21/07/2025,12258,1567,,0.67,no,Adidas,"4,649.04 INR",,fashion,USA,10k,
P2650,@finance_guru,Instagram,video,8/8/2023,10736,,942,,yes,Nike,"USD 1,849.70",$493.94 ,fashion,USA,1.2M,9999
P7292,@travelwithsam,TikTok,text,3-May-23,28044,,,,,Nkie,$602.07 ,"₹1,541",travel,U.K.,10k,9999
P4140,@alex_99,LinkedIn,video,28/12/2024,23911,646,662,N/A,no,CocaCola,"₹4,096","$1,851.00 ",finance,U.K.,4827347,11
P1996,@travelwithsam,LinkedIn,text,22-Sep-22,551157,,,,,Samsung,"$3,167.83 ",135.42 INR,finance,USA,2121039,9999
P1145,@johndoe,Twitter,image,24/11/2022,1234033,,,N/A,No,Google,"₹4,859",1018.556735,food,UK,,9999
P5430,@techietom,Instagram,image,2/8/2025,,,,,yes,Google,3555.860787,,fashion,Germany,1.2M,44
P5582,@alex,YouTube,text,4/28/2022,1152330,2468,1724,8.07,yes,TATA,3260.795227,649.1237444,travel,Canada,1.2M,3
P4796,@the_real_amy,Twitter,video,4/6/2025,,22,412,N/A,yes,Pepsi,"USD 1,940.81",1268.611082,fashion,India,10k,
P2137,@travelwithsam,YouTube,video,12/30/2022,,1304,,1.5,yes,Nike,"₹2,324",,food,UK,,47
P2369,@the_real_amy,Instagram,image,1/28/2022,22663,,1607,N/A,Yes,Adidas,"$4,853.41 ",$274.58 ,finance,Canada,10k,44
P1915,@jdoe,LinkedIn,text,11/11/2023,25860,448,1923,14.37,No,Adiddas,"USD 2,734.73",₹170,food,Australia,10k,32
P5699,@techietom,YouTube,video,5/24/2024,1243657,,472,0.42,Yes,Google,USD 558.94,,food,USA,10k,
P7967,@johndoe,Instagram,video,27-May-24,860109,,1089,7.43,No,TATA,"USD 1,161.39","$1,231.39 ",travel,USA,,13
P8003,@the_real_amy,YouTube,reel,7/3/2024,1589493,,,5.29,No,Pepsi,"1,391.91 INR","$1,865.76 ",tech,United States,516909,54
P9070,@jdoe,TikTok,reel,5/7/2024,35851,1037,,14.92,No,Gogle,"USD 3,849.30",847.66 INR,finance,United States,,9999
P3188,@techietom,Instagram,video,5-Feb-22,770739,2634,,N/A,Yes,Pepsi,2138.111767,"₹1,623",fitness,India,,
P7958,@alex_99,YouTube,image,10/21/2022,5110,,,12.75,No,Nike,"₹1,509","1,103.00 INR",fashion,India,1033816,9999
P3295,@sarah123,Instagram,reel,3/11/2022,34947,1404,1155,N/A,Yes,Apple,"$4,358.86 ",,fashion,India,500,9999
P5227,@techietom,YouTube,reel,5/17/2024,1263490,,,,Yes,Samsung,"$2,247.67 ",$311.77 ,finance,Germany,,9999
P2264,@lifestylelina,YouTube,video,14/03/2024,743942,,201,6.41,Yes,TATA,"$1,395.55 ","₹1,956",fitness,Canada,,9999
P2744,@finance_guru,Instagram,image,6-May-23,,,,12.43,yes,TATA,USD 320.62,$389.46 ,tech,U.K.,10k,9999
P5626,@alex_99,Instagram,text,10-Jul-22,2563,4621,,2.9,Yes,Nike,"$3,210.03 ",170.0787094,finance,Australia,1720523,
P1612,@travelwithsam,LinkedIn,image,4/17/2025,1417363,2947,,N/A,No,Netflix,"₹1,811",194.76 INR,fitness,U.S.,500,9999
P6903,@jdoe,YouTube,text,5/7/2024,16029,3259,,N/A,,Netflix,₹512,"₹1,615",fitness,Germany,1.2M,
P5843,@lifestylelina,YouTube,reel,7/12/2022,,1132,,N/A,Yes,Netflix,"₹3,054","$1,988.81 ",tech,UK,1.2M,53
P3113,@the_real_amy,YouTube,image,15-Jan-24,43934,,,5.37,no,TATA,936.97 INR,USD 946.52,food,U.S.,500,
P3592,@finance_guru,Instagram,image,11/13/2022,,,,,,Nkie,"USD 2,554.42","$1,982.50 ",finance,India,1.2M,
P2056,@lifestylelina,Instagram,reel,6/6/2024,,2810,1326,,Yes,Nkie,"USD 3,362.30","1,284.97 INR",tech,United States,500,
P2022,@sarah123,Twitter,text,3/9/2025,,,160,,No,,615.92 INR,,fashion,United States,,
P5250,@sarah123,Instagram,text,7/13/2024,,,398,0.91,Yes,Adidas,"4,765.59 INR","$1,271.37 ",fashion,UK,,14
P3369,@the_real_amy,YouTube,reel,21/01/2022,48998,4697,,,,Pepsi,USD 864.44,963.25051,fitness,Canada,3790828,9999
P4074,@sarah123,LinkedIn,reel,8/1/2025,763689,,1794,,No,Sony,"4,672.41 INR",227.21 INR,travel,USA,3462592,43
P6762,@travelwithsam,TikTok,reel,8/21/2025,1650173,2757,,3.32,Yes,Netflix,4764.265562,USD 740.51,tech,UK,500,
P2625,@sarah123,YouTube,text,9/12/2025,687100,,,1.79,no,Adidas,"USD 2,321.18",,finance,Germany,1.2M,9999
P7243,@alex_99,LinkedIn,reel,10/3/2023,43363,1625,1283,,yes,,563.1927454,199.40 INR,finance,USA,500,9999
P7792,@alex_99,YouTube,text,9/22/2023,5105,,791,,yes,CocaCola,"2,094.03 INR",,travel,Germany,10k,36
P7396,@alex,YouTube,reel,4/16/2022,42821,685,1851,N/A,No,Adidas,4109.170232,340.821504,food,Germany,10k,9999
P1189,@the_real_amy,TikTok,video,7/10/2022,,,724,6.62,yes,Samsung,"₹3,565","1,262.88 INR",fitness,Germany,2571665,
P2359,@lifestylelina,YouTube,video,14-Feb-24,9067,2461,1365,8.62,No,CocaCola,"₹3,725","USD 1,268.93",fashion,India,1414522,
P2205,@the_real_amy,Twitter,reel,7/26/2022,119675,269,631,N/A,No,Adiddas,₹657,"$1,789.21 ",tech,U.K.,968061,
P5169,@finance_guru,LinkedIn,text,9/18/2024,619349,2014,1641,,yes,Apple,"4,454.08 INR",$359.61 ,fashion,USA,10k,9999
P4264,@alex_99,Instagram,image,17-Sep-22,49733,840,1836,7.82,No,Samsung,"USD 1,120.72",,fashion,U.K.,1.2M,
P8309,@alex_99,TikTok,text,6/12/2022,,,,,,Apple,"2,208.51 INR",₹500,fitness,Canada,500,
P2878,@travelwithsam,YouTube,reel,25-Aug-23,1165649,,,N/A,yes,Netflix,"₹1,946",$747.92 ,food,USA,500,15
P2085,@the_real_amy,TikTok,video,11-Aug-24,,,1495,5.43,yes,Nkie,"USD 1,115.16","$1,559.03 ",tech,USA,10k,9999
P2953,@travelwithsam,TikTok,reel,10/18/2024,,3959,895,,Yes,Google,"$3,595.51 ","1,292.54 INR",travel,India,1.2M,
P1266,@alex_99,Instagram,reel,3/17/2022,,3652,,8.91,No,CocaCola,"USD 2,903.25",,finance,Australia,1.2M,9999
P2683,@alex_99,LinkedIn,reel,10/7/2024,,1938,,,yes,Adidas,"USD 1,620.09","USD 1,112.90",food,USA,1.2M,9999
P6395,@alex,Instagram,image,9-Apr-22,16376,424,160,,Yes,CocaCola,"4,313.87 INR",USD 176.03,finance,USA,3677861,
P6274,@lifestylelina,Twitter,video,3/29/2025,,,1014,N/A,,Netflix,"₹2,330",296.0029655,food,U.S.,500,
P4078,@finance_guru,Instagram,video,27/01/2022,9879,572,,N/A,Yes,Sony,459.8316565,₹485,fitness,U.S.,500,
P9412,@finance_guru,YouTube,video,1/15/2024,46760,,176,N/A,No,Apple,"USD 2,593.94",623.65 INR,fitness,Germany,500,9999
P9698,@johndoe,Instagram,video,7/1/2023,,3648,841,4.24,no,Nike,3447.016699,$294.58 ,fitness,India,500,9999
P7267,@finance_guru,Twitter,reel,13-Jul-23,,,841,13.91,Yes,Pepsi,"₹1,804",,finance,Germany,2829955,48
P9718,@travelwithsam,YouTube,image,15-Mar-22,12722,,1109,N/A,Yes,Google,1415.832214,$867.13 ,fitness,U.S.,10k,38
P4909,@alex_99,TikTok,image,1/15/2023,,610,,5.94,Yes,Nkie,"USD 1,138.45",₹342,travel,UK,1.2M,9999
P8742,@the_real_amy,TikTok,text,8/28/2024,,2324,531,,Yes,Samsung,$752.08 ,$855.85 ,fashion,U.S.,500,4
P6777,@alex_99,Twitter,reel,4-Jun-23,30573,2791,,N/A,yes,Netflix,"₹2,541",USD 199.98,food,U.K.,500,52
P2462,@jdoe,YouTube,image,5/16/2023,625069,,,N/A,no,Pepsi,"$2,620.58 ",,food,United States,1.2M,28
P9520,@johndoe,TikTok,reel,20-Jul-23,,4542,,N/A,,Adidas,"2,747.34 INR","₹1,752",travel,U.K.,10k,56
P5722,@sarah123,YouTube,text,1/7/2025,1824290,1991,,N/A,No,,"USD 4,842.36","1,938.94 INR",fitness,Australia,1.2M,
P9224,@alex_99,Instagram,image,30/05/2023,,1814,,,Yes,Pepsi,"$4,136.08 ",,travel,Canada,1.2M,
P6091,@techietom,TikTok,reel,3/28/2024,38314,4402,,N/A,no,Gogle,1023.800695,$581.60 ,food,India,1.2M,
P2573,@the_real_amy,TikTok,reel,22/01/2025,222775,,,12.09,,CocaCola,"₹3,432",₹833,travel,U.S.,500,
P9391,@the_real_amy,Instagram,image,15-Oct-22,368854,,,N/A,no,Nike,"3,577.36 INR",933.11 INR,food,Germany,10k,9999
P8888,@sarah123,Instagram,image,11/14/2023,37991,,1477,,yes,Nike,$673.38 ,1525.991036,food,U.S.,1.2M,9999
P1000,@sarah123,YouTube,image,20/09/2024,19206,2924,258,N/A,yes,,763.55 INR,,fitness,UK,3015438,50
P8083,@the_real_amy,Twitter,text,6/8/2025,628423,2976,219,3.78,No,Samsung,2395.024896,$111.31 ,travel,Australia,,55
P2758,@the_real_amy,Twitter,reel,23-Jan-24,1868967,612,927,N/A,Yes,CocaCola,"₹3,304","₹1,399",food,UK,500,
P3593,@finance_guru,Instagram,video,8/16/2024,,,365,,yes,Nike,644.63 INR,,travel,Australia,1.2M,12
P8925,@sarah123,TikTok,text,10-Sep-25,1521174,574,,N/A,No,Sony,"$1,983.59 ",,fashion,U.K.,500,13
P8805,@travelwithsam,Instagram,video,7/17/2022,,1125,,,No,Adiddas,2964.817894,"1,234.95 INR",tech,USA,500,9999
P1482,@sarah123,LinkedIn,image,23-Jun-24,8004,2400,195,13.51,Yes,Apple,"3,654.41 INR",$840.11 ,tech,UK,,9999
P1397,@the_real_amy,Twitter,video,7/6/2024,,3069,,N/A,No,Google,"₹2,890",,food,UK,3441366,9999
P3258,@alex_99,LinkedIn,reel,22-Oct-24,32220,1395,1509,,No,Google,3883.209073,₹144,fitness,Australia,1.2M,9999
P6863,@alex_99,LinkedIn,video,17-Aug-23,,,,N/A,Yes,Pepsi,436.8118408,₹236,tech,Germany,500,9999
P6481,@alex_99,Instagram,image,11/24/2023,46037,,475,8.06,Yes,CocaCola,4273.316322,$798.44 ,finance,Australia,1.2M,26
P1683,@alex,Instagram,image,2/3/2025,4079,3831,,N/A,no,Apple,"$4,565.98 ",145.8238036,finance,U.K.,10k,
P7180,@alex_99,Instagram,reel,2/7/2022,25556,,545,,,Netflix,"₹2,414",,tech,India,1225244,
P5094,@the_real_amy,YouTube,video,4/25/2024,,,952,1.82,Yes,TATA,"USD 4,490.88",$686.25 ,fashion,U.S.,4629875,9999
P9108,@alex,LinkedIn,image,6-Jun-22,6416,1674,861,,Yes,Sony,USD 266.41,"USD 1,780.85",fashion,Canada,,27
P9535,@sarah123,Instagram,reel,7/27/2023,9122,,,N/A,no,Pepsi,"₹1,499",535.0704986,finance,USA,10k,34
P1978,@johndoe,Instagram,text,7/24/2023,,2295,155,5.65,Yes,Adiddas,₹228,"1,299.82 INR",tech,Australia,1.2M,39
P4547,@jdoe,Instagram,text,23-Feb-22,1253224,,,,,Nike,"$1,954.08 ",758.65 INR,finance,UK,1.2M,9999
P4903,@alex,Twitter,text,11/29/2022,,,,N/A,,TATA,"$3,774.38 ","USD 1,904.95",finance,Canada,500,9999
P6259,@the_real_amy,TikTok,image,12-Sep-22,22424,,,1.37,yes,,"USD 3,868.13",789.2024076,travel,UK,,9999
P5524,@jdoe,Instagram,text,5/12/2022,8179,,,0.36,,CocaCola,"USD 2,358.88","₹1,689",food,U.S.,10k,
P5244,@jdoe,LinkedIn,image,7/2/2025,,4940,1230,9.49,yes,TATA,"$4,362.63 ","₹1,309",fitness,Australia,2239173,9999
P1404,@jdoe,TikTok,image,8/7/2025,21125,,1466,,no,Adiddas,590.359219,"₹1,022",fashion,U.K.,1.2M,56
P1534,@sarah123,YouTube,video,4-Oct-23,1806533,,,N/A,,Apple,"USD 1,904.84",$320.63 ,travel,USA,10k,
P4195,@the_real_amy,Instagram,reel,9/12/2025,,3917,1530,14.38,Yes,Gogle,2848.741805,1467.902503,fitness,Germany,1.2M,
P8355,@lifestylelina,Twitter,image,1/12/2024,,4365,,,yes,Apple,"USD 1,192.91",₹231,food,U.K.,,22
P8439,@travelwithsam,Instagram,video,3/25/2025,18351,4178,1645,,no,Adidas,"₹3,387","USD 1,591.71",travel,U.S.,10k,3
P4955,@alex,Instagram,reel,14-May-24,42409,2331,,N/A,No,Apple,"3,571.34 INR",$252.80 ,food,United States,10k,
P4005,@jdoe,Twitter,reel,8/16/2023,11002,,,N/A,no,,$583.47 ,,travel,Canada,10k,9999
P9481,@lifestylelina,LinkedIn,video,9/1/2023,879383,933,1460,N/A,Yes,Gogle,"2,985.59 INR",877.1740821,fitness,UK,1.2M,17
P2942,@techietom,YouTube,text,23-Jul-22,1066920,,,,yes,Netflix,"₹3,799",,fitness,Canada,1.2M,52
P4197,@jdoe,TikTok,video,2/26/2022,,,,3.43,No,Apple,"USD 1,477.97","₹1,507",fitness,United States,,9999
P2908,@alex,Instagram,text,27/06/2022,,67,,N/A,no,Adidas,"2,161.19 INR","USD 1,662.08",tech,Australia,1.2M,9999
P3242,@sarah123,TikTok,text,1/25/2023,16232,4008,1655,N/A,Yes,Adidas,"1,709.92 INR","$1,025.69 ",fitness,USA,3626154,16
P4416,@lifestylelina,Instagram,image,6/8/2024,,2479,1693,4.05,No,Adiddas,"₹2,448",₹565,fitness,Germany,500,9999
P9903,@the_real_amy,YouTube,reel,7/14/2025,29165,,,N/A,no,,"USD 2,940.30","₹1,314",travel,UK,,
P7750,@finance_guru,Twitter,text,26/03/2024,,3940,1986,,Yes,,"2,126.99 INR","$1,324.84 ",fashion,U.K.,500,
P1747,@johndoe,Twitter,text,21/09/2024,7156,,,,Yes,CocaCola,USD 350.98,635.24 INR,food,Canada,1.2M,9999
P2039,@jdoe,LinkedIn,reel,4-Jul-22,,,1031,8.63,Yes,Nike,"$2,703.26 ","USD 1,226.61",fashion,Germany,1.2M,9999
P2679,@alex,TikTok,video,1/28/2022,323563,3659,,8.08,,Google,"4,198.84 INR",₹459,travel,Canada,1899554,9999
P9265,@techietom,Instagram,video,7/7/2023,,,604,,no,,₹170,,fitness,Canada,2835337,40
P8723,@travelwithsam,LinkedIn,reel,2/20/2023,14868,4600,1692,N/A,yes,CocaCola,"₹3,973","USD 1,718.61",food,USA,1.2M,9999
P1407,@travelwithsam,Twitter,text,1/24/2025,,,539,,no,Sony,"2,826.93 INR",1405.758925,fashion,USA,500,22
P7605,@travelwithsam,Instagram,video,30/09/2024,46571,,,7.2,No,Netflix,"USD 3,231.95",,fitness,U.S.,1035086,55
P4862,@lifestylelina,Twitter,reel,1/22/2025,,1110,1957,,No,CocaCola,"USD 2,088.70",73.01941993,finance,USA,1.2M,9999
P7949,@sarah123,YouTube,video,2/9/2023,,,261,,Yes,Nkie,"3,511.32 INR",,tech,Germany,3122381,27
P9572,@finance_guru,TikTok,text,28/02/2025,40583,,361,N/A,,Pepsi,"$2,119.83 ",USD 870.96,fitness,Germany,10k,
P6109,@johndoe,Twitter,video,11/4/2022,1453324,,,7.13,no,Pepsi,"₹4,684",,fitness,USA,3372955,14
P6009,@johndoe,LinkedIn,video,17-Jul-23,5410,4796,,5.03,Yes,Pepsi,3143.615183,,travel,India,500,9999
P5542,@sarah123,YouTube,video,12/5/2024,530634,,,N/A,Yes,TATA,"$3,313.87 ",₹206,travel,UK,1.2M,9999
P8728,@lifestylelina,Twitter,image,10/8/2022,365972,,703,2.6,Yes,Pepsi,"$4,945.98 ","₹1,230",fashion,USA,500,9999
P5104,@sarah123,Instagram,video,6/14/2024,,1800,1367,,yes,Samsung,"3,880.90 INR","USD 1,677.30",finance,India,500,9999
P1091,@alex_99,Twitter,video,24-Jun-24,1541296,,,,Yes,Samsung,"USD 4,284.09",427.5599214,fashion,U.K.,,39
P8713,@lifestylelina,Twitter,text,7/4/2025,,,1727,,yes,Nike,"$2,538.83 ",USD 67.06,fitness,Canada,,46
P2021,@lifestylelina,YouTube,image,5/9/2024,1825322,,,N/A,No,Adiddas,4380.937315,$76.39 ,finance,United States,4902944,
P9216,@sarah123,TikTok,reel,9/29/2025,44199,,1355,N/A,no,Nike,USD 132.54,338.4270952,fitness,Germany,4386224,53
P2444,@the_real_amy,TikTok,text,8/12/2024,1351772,,1952,2.67,Yes,Pepsi,"₹1,414",$818.50 ,travel,Germany,,
P1873,@alex_99,TikTok,text,8/8/2025,15812,4954,173,N/A,No,Apple,"$3,151.79 ","₹1,577",fitness,Australia,10k,
P6957,@travelwithsam,TikTok,text,7/9/2022,234832,,849,N/A,no,Nkie,"₹1,612",₹546,fashion,UK,1.2M,9999
P8662,@sarah123,TikTok,text,5/7/2022,313981,,638,N/A,,Pepsi,1959.119423,"1,987.51 INR",travel,India,1.2M,18
P2641,@jdoe,Instagram,video,5/13/2024,32402,2459,935,,Yes,Adiddas,"USD 2,954.76","$1,316.61 ",travel,U.K.,1.2M,
P7572,@the_real_amy,Twitter,text,4-Feb-24,,,40,7.06,No,Sony,"3,772.62 INR",912.8913521,fitness,Canada,500,9999
P6067,@jdoe,LinkedIn,video,24-Sep-22,37822,4200,201,,,Google,"4,772.21 INR",₹328,travel,Germany,2542517,51
P3610,@the_real_amy,YouTube,video,12-Nov-22,,,,2.56,Yes,Adidas,"₹3,310",$602.56 ,fashion,India,857126,
P7452,@sarah123,YouTube,reel,1-Nov-23,40312,,,,No,Gogle,"3,358.76 INR","$1,526.11 ",food,U.K.,500,9999
P4769,@techietom,TikTok,image,6/4/2025,11777,,,N/A,,Pepsi,183.1365354,,fashion,U.K.,4419409,9999
P9476,@the_real_amy,Twitter,reel,3/1/2023,,4093,267,,yes,Nike,509.61 INR,USD 851.42,travel,Australia,500,9999
P5963,@alex_99,LinkedIn,image,9/22/2024,,1998,,10.32,no,Adidas,"3,296.55 INR",USD 24.45,fashion,Germany,500,31
P4237,@travelwithsam,LinkedIn,video,15-Jan-22,,1431,,,Yes,Adiddas,3574.51621,₹223,food,Canada,,
P6847,@techietom,TikTok,text,18-Feb-22,572501,,,,yes,Adidas,247.23 INR,100.1470221,fitness,UK,10k,
P6658,@travelwithsam,YouTube,video,10/24/2022,24950,,,4.54,Yes,Netflix,"USD 2,999.11","1,062.54 INR",fashion,U.S.,500,
P5208,@finance_guru,LinkedIn,reel,3/31/2024,773218,2242,,,yes,Pepsi,"₹1,895","$1,447.62 ",food,U.S.,10k,9999
P1749,@alex_99,LinkedIn,text,16-Jan-23,,359,1098,,no,Google,3097.128284,$487.50 ,travel,Australia,,9999
P5715,@lifestylelina,TikTok,image,27/10/2023,,1141,,,No,Google,"1,075.32 INR",549.54 INR,finance,U.S.,1701743,9999
P2287,@lifestylelina,Twitter,video,9-Mar-24,,,,,,Google,"$4,652.87 ",639.29 INR,fashion,Australia,500,7
P9040,@finance_guru,YouTube,reel,4/30/2024,1581124,,832,N/A,yes,TATA,"USD 1,877.50",903.00 INR,tech,United States,1.2M,9999
P6233,@johndoe,YouTube,text,3/22/2023,,3273,,9.15,no,Netflix,₹530,USD 221.27,fashion,Canada,,
P7850,@sarah123,YouTube,text,8/8/2024,1916030,3546,,N/A,Yes,CocaCola,"1,991.26 INR",927.83 INR,fashion,Canada,1227646,
